V,050180,235950.003,+,,+,,0.00,-00.61,-07.96,-78.40;
V,050180,235951.003,+,,+,,0.00,-00.61,-07.96,-78.40;
V,050180,235952.003,+,,+,,0.00,-00.61,-08.58,-78.40;
V,050180,235953.003,+,,+,,0.00,-00.61,-07.96,-78.40;
V,050180,235954.003,+,,+,,0.00,-00.61,-07.96,-78.40;
V,050180,235955.003,+,,+,,0.00,-00.61,-07.96,-78.40;
V,050180,235956.003,+,,+,,0.00,-00.61,-07.96,-78.40;
V,050180,235957.003,+,,+,,0.00,-00.61,-07.96,-78.40;
V,050180,235958.003,+,,+,,0.00,-00.61,-07.96,-78.40;
V,050180,235959.003,+,,+,,0.00,-00.61,-07.96,-78.40;
V,060180,000000.003,+,,+,,0.00,-00.61,-07.96,-78.40;
V,060180,000000.003,+,,+,,0.00,-00.61,-07.96,-78.40;
V,060180,000002.003,+,,+,,0.00,-00.61,-07.96,-78.40;
V,060180,000003.003,+,,+,,0.00,-00.61,-07.96,-78.40;
V,060180,000004.003,+,,+,,0.00,-00.61,-07.96,-78.40;
V,060180,000005.003,+,,+,,0.00,-00.61,-07.96,-78.40;
V,060180,000006.003,+,,+,,0.00,-00.61,-07.96,-78.40;
V,060180,000007.003,+,,+,,0.00,-00.61,-07.96,-78.40;
V,060180,000008.003,+,,+,,0.00,-00.61,-07.96,-78.40;
V,060180,000009.003,+,,+,,0.00,-00.61,-07.96,-78.40;
V,060180,000009.003,+,,+,,0.00,-00.61,-07.96,-78.40;
V,060180,000011.003,+,,+,,0.00,-00.61,-07.96,-78.40;
V,060180,000012.003,+,,+,,0.00,-00.61,-07.96,-78.40;
V,060180,000013.003,+,,+,,0.00,-00.61,-07.96,-78.40;
V,060180,000014.003,+,,+,,0.00,-00.61,-07.96,-78.40;
V,060180,000014.527,+,,+,,0.00,-00.61,-07.96,-78.40;
V,060180,000015.527,+,,+,,0.00,+00.00,-07.96,-78.40;
V,060180,000015.527,+,,+,,0.00,-00.61,-07.96,-78.40;
V,090180,155517.097,+,,+,,0.00,-00.61,-07.96,-78.40;
V,090180,155518.097,+,,+,,0.00,+00.00,-07.96,-78.40;
V,090180,155519.097,+,,+,,0.00,-00.61,-07.96,-78.40;
V,090180,155520.088,+,,+,,0.00,-00.61,-07.96,-78.40;
V,090180,155521.088,+,,+,,0.00,-00.61,-07.96,-78.40;
V,090180,155522.088,+,,+,,0.00,+00.00,-07.96,-78.40;
V,090180,155523.088,+,,+,,0.00,-00.61,-07.96,-78.40;
V,090180,155524.088,+,,+,,0.00,-00.61,-07.96,-78.40;
V,090180,155525.088,+,,+,,0.00,+00.00,-07.96,-78.40;
V,090180,155526.088,+,,+,,0.00,-01.84,-07.96,-78.40;
V,090180,155527.088,+,,+,,0.00,-01.23,-07.35,-78.40;
V,090180,155528.088,+,,+,,0.00,-00.61,-07.96,-78.40;
V,090180,155529.088,+,,+,,0.00,-01.23,-07.96,-78.40;
V,090180,155530.088,+,,+,,0.00,-01.23,-07.35,-78.40;
V,090180,155531.088,+,,+,,0.00,-00.61,-09.19,-78.40;
V,090180,155532.088,+,,+,,0.00,+00.61,-07.96,-78.40;
V,090180,155533.088,+,,+,,0.00,+00.00,-06.74,-78.40;
V,090180,155534.088,+,,+,,0.00,-00.61,-07.35,-78.40;
V,090180,155535.088,+,,+,,0.00,-01.23,-07.96,-78.40;
V,090180,155536.088,+,,+,,0.00,-01.23,-07.96,-78.40;
V,090180,155537.088,+,,+,,0.00,-02.45,-09.19,-78.40;
V,090180,155538.088,+,,+,,0.00,-00.61,-07.96,-78.40;
V,090180,155539.088,+,,+,,0.00,+01.23,-07.96,-78.40;
V,090180,155540.088,+,,+,,0.00,-00.61,-07.96,-78.40;
V,090180,155541.088,+,,+,,0.00,+00.00,-07.96,-78.40;
V,090180,155542.088,+,,+,,0.00,-00.61,-07.96,-78.40;
V,090180,155543.088,+,,+,,0.00,+00.00,-07.35,-78.40;
V,090180,155544.088,+,,+,,0.00,+00.00,-08.58,-78.40;
V,090180,155545.088,+,,+,,0.00,+00.00,-07.96,-78.40;
V,090180,155546.088,+,,+,,0.00,+00.00,-07.96,-78.40;
V,090180,155547.088,+,,+,,0.00,+00.00,-07.35,-78.40;
V,090180,155548.088,+,,+,,0.00,+00.00,-07.96,-78.40;
V,090180,155549.088,+,,+,,0.00,+00.00,-07.96,-78.40;
V,090180,155550.088,+,,+,,0.00,+00.00,-07.96,-78.40;
V,090180,155551.088,+,,+,,0.00,+00.00,-07.96,-78.40;
V,090180,155552.088,+,,+,,0.00,+00.00,-07.96,-78.40;
V,090180,155553.088,+,,+,,0.00,+00.00,-07.96,-78.40;
V,090180,155554.088,+,,+,,0.00,-00.61,-07.96,-78.40;
V,090180,155555.088,+,,+,,0.00,+00.00,-08.58,-78.40;
V,090180,155556.088,+,,+,,0.00,-00.61,-07.96,-78.40;
V,090180,155557.088,+,,+,,0.00,-02.45,-08.58,-78.40;
V,090180,155558.088,+,,+,,0.00,-03.68,-08.58,-78.40;
V,090180,155559.088,+,,+,,0.00,+00.61,-07.96,-78.40;
V,090180,155600.088,+,,+,,0.00,+00.00,-08.58,-78.40;
V,090180,155601.088,+,,+,,0.00,+00.00,-07.96,-78.40;
V,250215,155602.088,+,,+,,0.00,-00.61,-07.35,-78.40;
V,250215,155603.088,+,,+,,0.00,-00.61,-07.96,-78.40;
V,250215,155604.088,+,,+,,0.00,-00.61,-07.96,-78.40;
V,250215,155605.088,+,,+,,0.00,+00.00,-08.58,-78.40;
V,250215,155606.088,+,,+,,0.00,-01.23,-07.96,-78.40;
V,250215,155607.088,+,,+,,0.00,+00.00,-07.96,-78.40;
V,250215,155608.088,+,,+,,0.00,-00.61,-08.58,-78.40;
V,250215,155609.088,+,,+,,0.00,+00.00,-07.96,-78.40;
V,250215,155610.088,+,,+,,0.00,-00.61,-08.58,-78.40;
V,250215,155611.088,+,,+,,0.00,+00.00,-07.96,-78.40;
V,250215,155612.088,+,,+,,0.00,-01.23,-09.19,-78.40;
V,250215,155613.088,+,,+,,0.00,-01.84,-07.96,-78.40;
V,250215,155614.088,+,,+,,0.00,+01.23,-06.74,-78.40;
V,250215,155615.088,+,,+,,0.00,-01.23,-07.96,-78.40;
V,250215,155616.088,+,,+,,0.00,-01.23,-07.35,-78.40;
V,250215,155617.088,+,,+,,0.00,+00.00,-07.35,-78.40;
V,250215,155618.088,+,,+,,0.00,+00.00,-08.58,-78.40;
V,250215,155619.088,+,,+,,0.00,-00.61,-07.96,-78.40;
V,250215,155620.088,+,,+,,0.00,-00.61,-08.58,-78.40;
V,250215,155621.088,+,,+,,0.00,+00.61,-08.58,-78.40;
V,250215,155622.088,+,,+,,0.00,+00.00,-07.96,-78.40;
V,250215,155623.088,+,,+,,0.00,+00.00,-07.35,-78.40;
V,250215,155624.088,+,,+,,0.00,-00.61,-07.96,-78.40;
V,250215,155625.088,+,,+,,0.00,-01.23,-07.35,-78.40;
V,250215,155626.088,+,,+,,0.00,-00.61,-07.96,-78.40;
V,250215,155627.088,+,,+,,0.00,+00.00,-07.96,-78.40;
V,250215,155628.088,+,,+,,0.00,+00.00,-08.58,-78.40;
V,250215,155628.088,+,,+,,0.00,-02.45,-07.96,-78.40;
V,250215,155630.088,+,,+,,0.00,-00.61,-09.19,-78.40;
V,250215,155631.088,+,,+,,0.00,-00.61,-07.96,-78.40;
V,250215,155632.295,+,,+,,0.00,+00.00,-07.96,-78.40;
V,250215,155633.295,+,,+,,0.00,+00.00,-08.58,-78.40;
V,250215,155634.295,+,,+,,0.00,-00.61,-07.96,-78.40;
V,250215,155635.295,+,,+,,0.00,+00.00,-07.96,-78.40;
V,250215,155635.295,+,,+,,0.00,+00.00,-07.96,-78.40;
V,250215,155637.295,+,,+,,0.00,-01.23,-07.96,-78.40;
V,250215,155638.106,+,,+,,0.00,-01.23,-07.35,-78.40;
V,250215,155639.106,+,,+,,0.00,-00.61,-08.58,-78.40;
V,250215,155640.106,+,,+,,0.00,-02.45,-07.96,-78.40;
V,250215,155641.106,+,,+,,0.00,-02.45,-08.58,-78.40;
V,250215,155642.106,+,,+,,0.00,-02.45,-07.96,-78.40;
V,250215,155643.106,+,,+,,0.00,-04.29,-08.58,-78.40;
V,250215,155644.090,+,,+,,0.00,-00.61,-07.96,-78.40;
V,250215,155645.090,+,,+,,0.00,+01.23,-06.12,-78.40;
V,250215,155645.090,+,,+,,0.00,-01.84,-06.74,-78.40;
V,250215,155647.090,+,,+,,0.00,+00.00,-08.58,-78.40;
V,250215,155648.090,+,,+,,0.00,-01.23,-08.58,-78.40;
V,250215,155649.090,+,,+,,0.00,-02.45,-06.74,-78.40;
V,250215,155650.309,+,,+,,0.00,+00.00,-07.96,-78.40;
V,250215,155651.309,+,,+,,0.00,+00.00,-09.80,-78.40;
V,250215,155652.309,+,,+,,0.00,-00.61,-07.35,-78.40;
V,250215,155653.309,+,,+,,0.00,+00.00,-07.96,-78.40;
V,250215,155653.309,+,,+,,0.00,+00.00,-07.96,-78.40;
V,250215,155655.309,+,,+,,0.00,-01.84,-09.19,-78.40;
V,250215,155656.090,+,,+,,0.00,+00.00,-09.19,-78.40;
V,250215,155656.090,+,,+,,0.00,+00.00,-07.96,-78.40;
V,250215,155658.090,+,,+,,0.00,-00.61,-07.35,-78.40;
V,250215,155659.090,+,,+,,0.00,-00.61,-09.19,-78.40;
V,250215,155700.090,+,,+,,0.00,+00.00,-08.58,-78.40;
V,250215,155701.090,+,,+,,0.00,-00.61,-06.74,-78.40;
V,250215,155702.297,+,,+,,0.00,+00.00,-07.35,-78.40;
V,250215,155703.297,+,,+,,0.00,+00.61,-07.35,-78.40;
V,250215,155704.297,+,,+,,0.00,+00.61,-07.96,-78.40;
V,250215,155705.297,+,,+,,0.00,+01.84,-06.12,-78.40;
V,250215,155705.297,+,,+,,0.00,+00.61,-07.96,-78.40;
V,250215,155707.297,+,,+,,0.00,+00.00,-09.80,-78.40;
V,250215,155708.101,+,,+,,0.00,+00.00,-07.35,-78.40;
V,250215,155709.101,+,,+,,0.00,+00.00,-07.96,-78.40;
V,250215,155710.101,+,,+,,0.00,-00.61,-07.35,-78.40;
V,250215,155711.101,+,,+,,0.00,-00.61,-07.96,-78.40;
V,250215,155712.101,+,,+,,0.00,-00.61,-08.58,-78.40;
V,250215,155713.101,+,,+,,0.00,+00.00,-07.35,-78.40;
V,250215,155714.101,+,,+,,0.00,+00.00,-09.19,-78.40;
V,250215,155715.101,+,,+,,0.00,-00.61,-07.96,-78.40;
V,250215,155716.101,+,,+,,0.00,+00.61,-07.96,-78.40;
V,250215,155717.101,+,,+,,0.00,+00.00,-06.12,-78.40;
V,250215,155718.101,+,,+,,0.00,+00.00,-07.35,-78.40;
V,250215,155719.101,+,,+,,0.00,+00.61,-06.74,-78.40;
V,250215,155720.096,+,,+,,0.00,+00.00,-06.74,-78.40;
V,250215,155721.096,+,,+,,0.00,-00.61,-08.58,-78.40;
V,250215,155722.096,+,,+,,0.00,-01.84,-08.58,-78.40;
V,250215,155723.096,+,,+,,0.00,+00.00,-07.96,-78.40;
V,250215,155724.096,+,,+,,0.00,+00.00,-07.35,-78.40;
V,250215,155725.096,+,,+,,0.00,+02.45,-08.58,-78.40;
V,250215,155726.096,+,,+,,0.00,-01.23,-09.19,-78.40;
V,250215,155726.096,+,,+,,0.00,+01.23,-06.12,-78.40;
V,250215,155728.096,+,,+,,0.00,+00.00,-08.58,-78.40;
V,250215,155729.096,+,,+,,0.00,-01.84,-07.96,-78.40;
V,250215,155730.096,+,,+,,0.00,+00.61,-07.35,-78.40;
V,250215,155731.096,+,,+,,0.00,+00.00,-07.35,-78.40;
V,250215,155732.096,+,,+,,0.00,-00.61,-07.96,-78.40;
V,250215,155733.096,+,,+,,0.00,-01.23,-08.58,-78.40;
V,250215,155734.096,+,,+,,0.00,-01.84,-07.35,-78.40;
V,250215,155735.096,+,,+,,0.00,+00.00,-07.96,-78.40;
V,250215,155735.096,+,,+,,0.00,+00.00,-09.19,-78.40;
V,250215,155737.096,+,,+,,0.00,-02.45,-07.96,-78.40;
V,250215,155738.096,+,,+,,0.00,+00.00,-07.35,-78.40;
V,250215,155739.096,+,,+,,0.00,+00.00,-05.51,-78.40;
V,250215,155740.096,+,,+,,0.00,+00.00,-07.96,-78.40;
V,250215,155740.096,+,,+,,0.00,+00.00,-06.74,-78.40;
V,250215,155742.096,+,,+,,0.00,-01.84,-07.35,-78.40;
V,250215,155743.096,+,,+,,0.00,+00.00,-07.96,-78.40;
V,250215,155744.314,+,,+,,0.00,-00.61,-07.35,-78.40;
V,250215,155745.314,+,,+,,0.00,-01.23,-08.58,-78.40;
V,250215,155746.314,+,,+,,0.00,-00.61,-07.35,-78.40;
